Time;Block;Trial;Event;Value
64126;8;17;trial start;17
64827;8;17;sound;1500
65059;8;17;percept;Up
65704;8;17;blink;1227
68126;8;18;trial start;18
68734;8;18;percept;Up
68843;8;18;sound;1500
69292;8;18;percept;Down
69763;8;18;blink;1225
71726;8;18;percept;Down
72135;8;19;trial start;19
72593;8;19;percept;Up
76135;8;20;trial start;20
77001;8;20;percept;Down
76574;8;20;blink;470
77352;8;20;sound;1000
78046;8;20;blink;926
79852;8;20;percept;Down
80144;8;21;trial start;21
80652;8;21;percept;Up
80852;8;21;sound;1500
81594;8;21;blink;1305
83869;8;21;percept;Down
84136;8;22;trial start;22
85753;8;22;percept;Down
88145;8;23;trial start;23
88853;8;23;sound;1500
89053;8;23;percept;Up
89716;8;23;blink;1253
92145;8;24;trial start;24
92319;8;24;percept;Up
92937;8;24;percept;Down
93362;8;24;sound;1000
94454;8;24;blink;584
96012;8;24;percept;Down
96036;8;25;trial start;25
